,case_number,date_occurred,time_occurred,location_desc,date_reported,time_reported,type,disposition
454,2016-00025750,04/30/16,18:54,"Commons 6, SCC 6, South Campus Commons 6 at 6901 Preinkert Dr",04/30/16,18:54,Check on the Welfare,CBE
456,2016-00025764,04/29/16,22:00,"Lot 19, Lot U2, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln",04/30/16,20:11,Theft from Auto,Suspended
458,2016-00025774,04/30/16,21:30,"Leonardtown #247, Leonardtown at 4713 Rossborough Ln",04/30/16,22:40,Theft,Juvenile Arrest
460,2016-00025788,04/30/16,23:23,"Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr",04/30/16,23:23,Dept Property Damage/Loss,CBE
0,2016-00025824,05/01/16,01:40,"Lot 19, Lot U2, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln",05/01/16,01:44,Theft,CBE
2,2016-00025826,05/01/16,02:56,Graduate Hills #289 at 3431 Tulane Dr,05/01/16,02:56,Injured/Sick Person,CBE
4,2016-00025827,05/01/16,03:02,Hagerstown Hall at 4000 Stadium Dr,05/01/16,03:02,Injured/Sick Person,CBE
6,2016-00026010,05/02/16,04:58,Denton Hall at 3854 Stadium Dr,05/02/16,04:58,Emergency Petition,CBE
8,2016-00026085,05/02/16,13:15,Plant Sciences Building at 4291 Fieldhouse Dr,05/02/16,13:23,Title IX Incident Non Criminal,CBE
10,2016-00026104,05/02/16,16:58,"La Plata Beach, LaPlata Beach",05/02/16,16:58,Trespassing,Juvenile Arrest
12,2016-00026161,05/02/16,23:16,Denton Hall at 3854 Stadium Dr,05/02/16,23:16,Injured/Sick Person,CBE
14,2016-00026249,05/03/16,11:43,190 block of Paint Branch Pkwy,05/03/16,11:43,Vandalism,CBE
16,2016-00026295,05/03/16,16:21,"The View 2, The View II, University View 2, University View II at 8300 Baltimore Ave",05/03/16,16:21,Warrant/Summons Service,Arrest
18,2016-00026332,05/03/16,20:16,8000 block of Boteler Ln,05/03/16,20:16,CDS Violation,Arrest
20,2016-00026349,05/03/16,16:00,Lot JJ3,05/03/16,22:15,Vandalism,Suspended
22,2016-00026410,05/04/16,04:20,Hagerstown Hall at 4000 Stadium Dr,05/04/16,04:20,Injured/Sick Person,CBE
24,2016-00026477,05/04/16,01:05,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200 Valley Dr",05/04/16,14:22,Theft,Arrest
26,2016-00026519,05/04/16,15:50,Lot 1b,05/04/16,18:57,Vandalism,Unfounded
28,2016-00026535,05/04/16,21:24,Centreville Hall at 4243 Valley Dr,05/04/16,21:24,Injured/Sick Person,CBE
30,2016-00026595,05/05/16,00:04,Lot O1,05/05/16,00:05,DWI/DUI,Arrest
32,2016-00026604,05/05/16,01:00,Mckeldin Library at 7649 Library Ln,05/05/16,01:09,Theft,Unfounded
34,2016-00026612,05/05/16,02:03,190 block of Paint Branch Pkwy,05/05/16,02:03,DWI/DUI,Arrest
36,2016-00026629,05/05/16,08:15,Platos Diner at 7150 Baltimore Ave,05/05/16,08:22,Assist Other Agency,CBE
38,2016-00026645,04/22/16,09:00,"Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",05/05/16,10:52,Dept Property Damage/Loss,CBE
40,2016-00026677,05/05/16,13:14,8000 block of Boteler Ln,05/05/16,13:14,Warrant/Summons Service,Arrest
42,2016-00026713,05/05/16,18:17,Guilford Dr,05/05/16,18:17,Indecent Exposure (Title IX Related),Suspended
44,2016-00026719,05/05/16,12:00,"Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",05/05/16,19:33,Telephone/EMail Misuse,Active/Pending
46,2016-00026725,05/05/16,20:42,Baltimore Ave,05/05/16,20:42,DWI/DUI,Arrest
48,2016-00026751,05/05/16,22:01,"Clarice Smith Performing Arts Center, CSPAC at 8270 Alumni Dr",05/05/16,22:01,Injured/Sick Person,CBE
50,2016-00026808,05/06/16,00:04,University Blvd/golf Course Road,05/06/16,00:04,DWI/DUI,Arrest
52,2016-00026839,05/06/16,01:30,"Looney's Pub, The Varsity at 8150 Baltimore Ave",05/06/16,01:30,DWI/DUI,Arrest
54,2016-00026845,05/06/16,01:58,Knox Rd,05/06/16,02:04,Assault,Arrest
56,2016-00026849,05/06/16,02:37,Elkton Hall at 3981 Denton Service Ln,05/06/16,02:37,Injured/Sick Person,CBE
58,2016-00026870,05/06/16,08:50,"Kirwan Hall, Mathematics Building, William E. Kirwan Hall, William Kirwan Hall at 4176 Campus Dr",05/06/16,09:02,Injured/Sick Person,CBE
60,2016-00026883,05/05/16,19:40,"Clarice Smith Performing Arts Center, CSPAC at 8270 Alumni Dr",05/06/16,10:12,Theft,Suspended
62,2016-00026914,05/06/16,12:40,"Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",05/06/16,14:40,Lost Property,CBE
64,2016-00026928,05/06/16,15:00,"Kirwan Hall, Mathematics Building, William E. Kirwan Hall, William Kirwan Hall at 4176 Campus Dr",05/06/16,17:00,Other Incident,CBE
66,2016-00026929,05/05/16,14:00,"A.V. Williams Building, AV Williams at 8223 Paint Branch Dr",05/06/16,17:08,Missing Person/Runaway,CBE
68,2016-00026947,05/06/16,18:48,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155 Terrapin Trl",05/06/16,18:48,CDS Violation,CBE
70,2016-00026968,05/06/16,20:52,North Gate at 4306 Campus Dr,05/06/16,20:52,Recovered Stolen Property,Arrest
72,2016-00026971,05/06/16,21:27,"Comcast Center, Xfinity Center at 8500 Paint Branch Dr",05/06/16,21:27,Other Incident,CBE
74,2016-00026975,05/06/16,21:45,"Comcast Center, Xfinity Center at 8500 Paint Branch Dr",05/06/16,21:45,Accident - Departmental,CBE
76,2016-00027002,05/06/16,23:06,7400 block of Princeton Ave,05/06/16,23:16,Vandalism,Active/Pending
78,2016-00027004,05/06/16,23:23,"Leonardtown #247, Leonardtown at 4713 Rossborough Ln",05/06/16,23:26,Weapon Violation,Arrest
80,2016-00027036,05/07/16,02:03,Baltimore Ave,05/07/16,02:03,DWI/DUI,Arrest
82,2016-00027042,05/06/16,23:00,4300 block of Knox Rd,05/07/16,03:10,Accident - Departmental,CBE
84,2016-00027113,05/06/16,12:00,3400 block of Tulane Dr,05/07/16,14:50,Assault,CBE
86,2016-00027115,05/07/16,15:49,Dorchester Hall at 3947 Campus Dr,05/07/16,15:49,Emergency Petition,CBE
88,2016-00027116,05/07/16,16:13,Health Center at 3983 Campus Dr,05/07/16,16:13,Injured/Sick Person,CBE
90,2016-00027117,05/07/16,16:24,4800 block of Norwich Rd,05/07/16,16:24,Injured/Sick Person,CBE
92,2016-00027119,01/27/16,{NO TIME},"Commons 6, SCC 6, South Campus Commons 6 at 6901 Preinkert Dr",05/07/16,16:28,Theft,Suspended
94,2016-00027125,05/07/16,17:55,Prince Frederick Hall at 7030 Preinkert Dr,05/07/16,17:55,Assault,Suspended
96,2016-00027145,05/07/16,20:11,Landmark s at 4500 College Ave,05/07/16,20:11,Assist Other Agency,CBE
98,2016-00027151,05/07/16,22:04,Denton Hall at 3854 Stadium Dr,05/07/16,22:04,Injured/Sick Person,CBE
100,2016-00027198,05/08/16,02:48,Campus Dr,05/08/16,02:48,DWI/DUI,Arrest
102,2016-00027272,05/08/16,11:00,Lot 16f,05/08/16,15:56,Vandalism,Suspended
104,2016-00027295,05/08/16,18:16,South Campus Dining Hall at 7093 Preinkert Dr,05/08/16,18:16,Theft,CBE
106,2016-00027358,05/08/16,22:00,Somerset Hall at 7567 Preinkert Dr,05/09/16,00:25,Vandalism,CBE
108,2016-00027408,04/14/16,18:00,160 block of Union Dr,05/09/16,11:19,Theft,Suspended
110,2016-00027497,05/09/16,08:56,"Motor Pool, Severn Building, Terp Trader, Washington Post Building at 5245 Greenbelt Rd",05/09/16,21:07,Dept Property Damage/Loss,CBE
112,2016-00027589,05/09/16,18:00,Microbiology Building at 4062 Campus Dr,05/10/16,09:39,Other Incident,Unfounded
114,2016-00027602,05/10/16,12:13,Van Munching Hall at 7699 Mowatt Ln,05/10/16,12:13,Emergency Petition,CBE
116,2016-00027603,05/10/16,12:22,Ellicott Area Dining Hall at 4028 Stadium Dr,05/10/16,12:22,Injured/Sick Person,CBE
118,2016-00027617,05/10/16,15:05,,05/10/16,15:05,Suspicious Person/Auto,CBE
120,2016-00027632,05/10/16,16:17,Washington Hall at 4298 Lehigh Rd,05/10/16,16:17,Theft,Active/Pending
122,2016-00027641,05/10/16,02:30,Marie Mount Hall at 7814 Regents Dr,05/10/16,16:49,Theft,Suspended
124,2016-00027726,05/10/16,22:43,Lot V,05/10/16,22:43,DWI/DUI,Arrest
126,2016-00027767,05/11/16,01:30,Paint Branch Py,05/11/16,01:30,Other Incident,CBE
128,2016-00027838,04/27/16,16:00,"Motor Pool, Severn Building, Terp Trader, Washington Post Building at 5245 Greenbelt Rd",05/11/16,11:11,Other Incident,CBE
130,2016-00027844,05/11/16,11:47,"Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",05/11/16,11:47,Trespassing (Title IX Related),CBE
132,2016-00027856,05/10/16,05:30,,05/11/16,13:03,Vandalism,Active/Pending
134,2016-00027859,05/11/16,14:17,3400 block of Tulane Dr,05/11/16,14:17,Domestic,CBE
136,2016-00027864,05/10/16,15:00,"Leonardtown #246, Leonardtown at 7575 Yale Ave",05/11/16,15:00,Theft,Suspended
138,2016-00027979,05/11/16,09:25,"Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",05/12/16,00:09,Fraud,Suspended
140,2016-00028175,05/12/16,20:50,Cumberland Hall at 4145 Valley Dr,05/12/16,20:50,Other Incident,Active/Pending
142,2016-00028285,05/13/16,01:03,Baltimore Ave,05/13/16,01:04,DWI/DUI,Arrest
144,2016-00028354,05/12/16,17:00,"Commons 1, SCC 1, South Campus Commons 1 at 4250 Lehigh Rd",05/13/16,09:40,Vandalism,Active/Pending
146,2016-00028370,04/26/16,10:00,"Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",05/13/16,11:12,Dept Property Damage/Loss,CBE
148,2016-00028371,05/13/16,11:46,Baltimore Ave,05/13/16,11:46,Emergency Petition,CBE
150,2016-00028384,05/13/16,16:29,"Eppley Recreation Center, ERC at 4128 Valley Dr",05/13/16,16:29,Injured/Sick Person,CBE
152,2016-00028406,05/13/16,19:00,Mckeldin Library at 7649 Library Ln,05/13/16,19:19,Injured/Sick Person,CBE
154,2016-00028416,05/13/16,20:50,"Francis Scott, Francis Scott Key, Francis Scott Key Hall, FS Key Hall, FSK at 4282 Chapel Ln",05/13/16,20:55,Vandalism,Suspended
156,2016-00028461,05/13/16,23:20,Yale Ave,05/13/16,23:20,CDS Violation,Arrest
158,2016-00028521,05/14/16,02:41,"Alpha Sigma Phi, Frat 9 at 9 Fraternity Row",05/14/16,02:41,Vandalism,Arrest
160,2016-00028531,05/14/16,05:45,9500 block of Baltimore Ave,05/14/16,07:00,Assist Other Agency,CBE
162,2016-00028562,05/13/16,20:00,Caroline Hall at 7154 Preinkert Dr,05/14/16,11:37,Vandalism,Active/Pending
164,2016-00028590,05/14/16,{NO TIME},Somerset Hall at 7567 Preinkert Dr,05/14/16,15:20,Vandalism,Active/Pending
166,2016-00028612,05/14/16,20:07,Denton Hall at 3854 Stadium Dr,05/14/16,20:07,Injured/Sick Person,CBE
168,2016-00028623,05/14/16,22:16,Tawes Hall at 7751 Alumni Dr,05/14/16,22:16,Theft,Suspended
170,2016-00028666,05/15/16,02:28,"Cole Field House, Cole Student Activities Building, Driscoll Center at 4090 Union Dr",05/15/16,02:28,Trespassing,Arrest
172,2016-00028672,05/15/16,03:53,"Leonardtown #249, Leonardtown at 7563 Yale Ave",05/15/16,03:53,CDS Violation,CBE
174,2016-00028801,05/15/16,14:12,"Comcast Center, Xfinity Center at 8500 Paint Branch Dr",05/15/16,14:42,Injured/Sick Person,CBE
176,2016-00028845,05/15/16,16:24,Baltimore Ave,05/15/16,16:24,Theft,Arrest
178,2016-00028885,05/15/16,{NO TIME},Wicomico Hall at 7218 Preinkert Dr,05/15/16,22:09,Vandalism,Suspended
180,2016-00028897,05/15/16,23:19,Field House Dr,05/15/16,23:19,CDS Violation,CBE
182,2016-00028931,05/16/16,01:42,Denton Hall at 3854 Stadium Dr,05/16/16,01:42,CDS Violation,CBE
184,2016-00028952,05/16/16,05:20,Easton Hall at 3917 Denton Service Ln,05/16/16,05:23,Emergency Petition,CBE
186,2016-00028968,05/13/16,16:00,"Motor Pool, Severn Building, Terp Trader, Washington Post Building at 5245 Greenbelt Rd",05/16/16,08:07,Vandalism,Suspended
188,2016-00029034,05/15/16,19:00,Mckeldin Library at 7649 Library Ln,05/16/16,14:58,Theft,Suspended
190,2016-00029048,05/16/16,16:43,Baltimore Ave,05/16/16,16:43,Traffic Arrest,Arrest
192,2016-00029049,05/10/16,08:00,"Commons 6, SCC 6, South Campus Commons 6 at 6901 Preinkert Dr",05/16/16,16:40,Theft,Suspended
194,2016-00029052,05/16/16,16:20,Mckeldin Library at 7649 Library Ln,05/16/16,17:01,Peeping Tom,Suspended
196,2016-00029063,05/16/16,14:30,"Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",05/16/16,20:37,Dept Property Damage/Loss,CBE
198,2016-00029071,05/16/16,21:10,4600 block of Calvert Rd,05/16/16,21:18,Assist Other Agency,CBE
200,2016-00029145,05/17/16,06:33,Baltimore Ave,05/17/16,06:33,DWI/DUI,Arrest
202,2016-00029204,05/15/16,18:00,Ritchie Coliseum at 7675 Baltimore Ave,05/17/16,13:39,Fraud,Arrest
204,2016-00029209,05/17/16,15:50,"Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",05/17/16,15:50,Injured/Sick Person,CBE
206,2016-00029225,05/17/16,19:05,"Commons 4, SCC 4, South Campus Commons 4 at 4310 Knox Rd",05/17/16,19:19,Emergency Petition,CBE
208,2016-00029259,05/17/16,22:43,8400 block of Baltimore Ave,05/17/16,22:43,Warrant/Summons Service,Arrest
210,2016-00029384,05/14/16,15:00,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056 Regents Dr",05/18/16,11:17,Theft,Suspended
212,2016-00029396,05/17/16,12:30,Wicomico Hall at 7218 Preinkert Dr,05/18/16,12:21,Theft,Suspended
214,2016-00029412,05/13/16,11:00,Ellicott Hall at 4052 Stadium Dr,05/18/16,14:21,Theft,Active/Pending
216,2016-00029413,05/18/16,11:56,"Commons 5, SCC 5, South Campus Commons 5 at 6903 Preinkert Dr",05/18/16,14:40,Emergency Petition,CBE
218,2016-00029416,05/18/16,14:00,"The View, University View at 8204 Baltimore Ave",05/18/16,15:19,Check on the Welfare,CBE
220,2016-00029478,05/18/16,22:16,Elkton Hall at 3981 Denton Service Ln,05/18/16,22:16,Found/Recovered Property,CBE
222,2016-00029544,05/19/16,01:58,Subway at 7411 Baltimore Ave,05/19/16,01:58,DWI/DUI,Arrest
224,2016-00029559,05/19/16,06:27,Health Center at 3983 Campus Dr,05/19/16,06:27,Found/Recovered Property,CBE
226,2016-00029563,05/19/16,07:11,Prince Frederick Hall at 7030 Preinkert Dr,05/19/16,07:11,Injured/Sick Person,CBE
228,2016-00029599,05/19/16,12:55,Stadium Dr,05/19/16,12:55,Injured/Sick Person,CBE
230,2016-00029611,05/19/16,14:04,120 block of Valley Dr,05/19/16,14:04,Found/Recovered Property,CBE
232,2016-00029634,05/19/16,19:13,"Comcast Center, Xfinity Center at 8500 Paint Branch Dr",05/19/16,19:13,Injured/Sick Person,CBE
234,2016-00029655,05/19/16,13:00,"Clarice Smith Performing Arts Center, CSPAC at 8270 Alumni Dr",05/19/16,20:44,Theft,Suspended
236,2016-00029667,05/19/16,21:45,"Comcast Center, Xfinity Center at 8500 Paint Branch Dr",05/19/16,22:14,Injured/Sick Person,CBE
238,2016-00029704,05/19/16,23:33,North Gate at 4306 Campus Dr,05/19/16,23:33,Recovered Stolen Motor Vehicle,Juvenile Arrest
240,2016-00029705,05/20/16,00:12,Campus Dr,05/20/16,00:23,Accident - Departmental,CBE
242,2016-00029722,05/20/16,02:36,Baltimore Ave,05/20/16,02:36,DWI/DUI,Arrest
244,2016-00029962,05/20/16,23:58,9000 block of Baltimore Ave,05/20/16,23:58,Traffic Arrest,Arrest
246,2016-00029974,05/21/16,01:08,"La Plata Hall, LaPlata hall at 4121 Farm Dr",05/21/16,01:08,Accident - Departmental,CBE
248,2016-00029981,05/21/16,01:46,University Courtyard #5 at 8500 Boteler Ln,05/21/16,01:46,Noise Complaint,Arrest
250,2016-00029982,05/21/16,02:27,8200 block of Boteler La,05/21/16,02:27,Emergency Petition,CBE
252,2016-00030126,05/21/16,22:31,5000 block of Greenbelt Rd,05/21/16,22:31,CDS Violation,Arrest
254,2016-00030129,05/21/16,22:47,Denton Hall at 3854 Stadium Dr,05/21/16,22:47,Juvenile Offense,Juvenile Arrest
256,2016-00030152,05/22/16,01:43,Baltimore Ave,05/22/16,01:43,CDS Violation,Arrest
258,2016-00030158,05/22/16,02:46,University Courtyard #4 at 8400 Boteler Ln,05/22/16,02:46,Assault,Arrest
260,2016-00030164,05/22/16,05:46,"Church of Jesus Christ of Latter-day Saints, Latter Day Saints, LDS Church at 7601 Mowatt Ln",05/22/16,05:46,DWI/DUI,Arrest
262,2016-00030368,05/23/16,08:00,,05/23/16,08:04,Injured/Sick Person,CBE
264,2016-00030446,05/23/16,07:30,Lot P1,05/23/16,13:14,Theft from Auto,Suspended
266,2016-00030457,05/23/16,14:23,North Gate at 4306 Campus Dr,05/23/16,14:23,Warrant/Summons Service,Arrest
268,2016-00030563,05/23/16,07:20,Lot F,05/24/16,07:08,Dept Property Damage/Loss,CBE
270,2016-00030571,05/24/16,08:53,"Commons 3, SCC 3, South Campus Commons 3 at 4318 Knox Rd",05/24/16,08:53,CDS Violation,CBE
272,2016-00030636,05/24/16,14:25,"Commons 6, SCC 6, South Campus Commons 6 at 6901 Preinkert Dr",05/24/16,14:53,Vandalism,Suspended
274,2016-00030680,05/24/16,19:19,Rhode Island Ave,05/24/16,19:19,Suspicious Person/Auto,CBE
276,2016-00030720,05/24/16,18:38,8200 block of Boteler Ln,05/24/16,23:54,Burglary,Arrest
278,2016-00030774,05/25/16,11:31,"Computer Science Instructional Center, CSIC at 8169 Paint Branch Dr",05/25/16,11:31,Injured/Sick Person,CBE
280,2016-00030777,05/25/16,11:00,,05/25/16,11:30,Accident,CBE
282,2016-00030783,05/25/16,12:10,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200 Valley Dr",05/25/16,13:21,Theft,Arrest
284,2016-00030861,05/25/16,20:41,Baltimore Ave,05/25/16,20:41,CDS Violation,Arrest
286,2016-00030870,05/25/16,20:41,Baltimore Ave,05/25/16,22:24,CDS Violation,Arrest
288,2016-00030886,05/25/16,23:02,Baltimore Ave,05/25/16,23:02,Traffic Arrest,Arrest
290,2016-00030938,05/25/16,17:00,"Commons 7, SCC 7, South Campus Commons 7 at 6801 Preinkert Dr",05/26/16,10:13,Theft,Suspended
292,2016-00031006,05/26/16,19:00,Denton Hall at 3854 Stadium Dr,05/26/16,19:29,Recovered Stolen Property,Suspended
294,2016-00031128,05/27/16,01:36,Landmark s at 4500 College Ave,05/27/16,01:36,DWI/DUI,Arrest
296,2016-00031136,05/27/16,01:59,Baltimore Ave,05/27/16,01:59,DWI/DUI,Arrest
298,2016-00031184,05/26/16,13:00,Denton Hall at 3854 Stadium Dr,05/27/16,07:59,Theft,Arrest
300,2016-00031209,05/27/16,09:17,"Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr",05/27/16,09:17,Injured/Sick Person,CBE
302,2016-00031298,05/22/16,10:00,490 block of At Rt 50,05/27/16,19:25,Dept Property Damage/Loss,CBE
304,2016-00031312,05/27/16,20:30,Union Ln,05/27/16,20:35,Suspicious Activity,CBE
306,2016-00031341,05/27/16,22:07,6800 block of Preinkert Dr,05/27/16,22:07,CDS Violation,CBE
308,2016-00031476,05/28/16,08:59,"Drazek Circle, UMUC at 346 Ehrensberger Dr",05/28/16,08:59,Recovered Stolen Property,Active/Pending
310,2016-00031547,05/28/16,17:03,51st Ave,05/28/16,17:03,Emergency Petition,CBE
312,2016-00031568,05/28/16,16:45,"Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave",05/28/16,22:01,Dept Property Damage/Loss,CBE
314,2016-00031727,05/29/16,13:46,Alpha Phi Sorority at 7402 Princeton Ave,05/29/16,13:46,Other Incident,CBE
316,2016-00031989,05/30/16,20:32,Baltimore Ave,05/30/16,20:32,CDS Violation,Arrest
318,2016-00032006,05/28/16,21:00,Lot 9b,05/30/16,22:45,Vandalism,Active/Pending
320,2016-00032124,05/27/16,13:00,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056 Regents Dr",05/31/16,15:57,Burglary,Suspended
322,2016-00032129,05/31/16,16:20,190 block of Paint Branch Pkwy,05/31/16,16:49,Found/Recovered Property,CBE
0,2016-00032250,06/01/16,00:31,Easton Hall at 3917 Denton Service Ln,06/01/16,00:31,CDS Violation,CBE
2,2016-00032355,06/01/16,12:59,"Comcast Center, Xfinity Center at 8500 Paint Branch Dr",06/01/16,12:59,Injured/Sick Person,CBE
4,2016-00032357,06/01/16,14:12,"Comcast Center, Xfinity Center at 8500 Paint Branch Dr",06/01/16,14:12,Injured/Sick Person,CBE
6,2016-00032358,06/01/16,14:34,Lot 9b,06/01/16,14:34,Injured/Sick Person,CBE
8,2016-00032360,06/01/16,14:45,North Gate at 4306 Campus Dr,06/01/16,14:45,CDS Violation,Arrest
10,2016-00032418,06/01/16,20:30,Applebees Restaraunt at 7242 Baltimore Ave,06/01/16,20:30,Traffic Arrest,Arrest
12,2016-00032438,06/01/16,23:04,Paint Branch Pky,06/01/16,23:04,Traffic Arrest,Arrest
14,2016-00032505,06/01/16,17:00,"Commons 1, SCC 1, South Campus Commons 1 at 4250 Lehigh Rd",06/02/16,10:16,Vandalism,Suspended
16,2016-00032517,06/02/16,11:40,"Chemistry, Chemistry Building at 8051 Regents Dr",06/02/16,11:44,Theft,Unfounded
18,2016-00032528,06/02/16,13:15,"Comcast Center, Xfinity Center at 8500 Paint Branch Dr",06/02/16,13:15,Injured/Sick Person,CBE
20,2016-00032538,06/02/16,16:56,"Clarence M. Mitchell, Jr. Building, Mitchell Building, North Administration at 7999 Regents Dr",06/02/16,16:57,Found/Recovered Property,CBE
22,2016-00032540,06/02/16,17:37,North Gate at 4306 Campus Dr,06/02/16,17:37,Warrant/Summons Service,Arrest
24,2016-00032565,06/02/16,19:12,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155 Terrapin Trl",06/02/16,19:12,Accident - Departmental,CBE
26,2016-00032583,05/31/16,21:30,263 at 4307 Rowalt Dr,06/02/16,20:40,Theft,Active/Pending
28,2016-00032692,06/03/16,04:00,Baltimore Ave,06/03/16,04:04,DWI/DUI,Arrest
30,2016-00032750,03/08/16,{NO TIME},Martin Hall at 4298 Campus Dr,06/03/16,13:25,Theft,Suspended
32,2016-00032794,06/03/16,18:59,Archives at 8601 Adelphi Rd,06/03/16,18:59,Warrant/Summons Service,Arrest
34,2016-00032918,06/03/16,22:49,8600 block of Boteler Ln,06/04/16,02:19,Rape,Arrest
36,2016-00032919,06/04/16,03:31,"Looney's Pub, The Varsity at 8150 Baltimore Ave",06/04/16,03:31,Assist Other Agency (Title IX Related),CBE
38,2016-00032960,06/04/16,11:05,Baltimore Ave,06/04/16,12:44,Assist Other Agency,CBE
40,2016-00033083,06/05/16,01:47,8100 block of Baltimore Ave,06/05/16,01:47,Assist Other Agency,CBE
42,2016-00033086,06/05/16,01:59,Baltimore Ave,06/05/16,01:59,DWI/DUI,Arrest
44,2016-00033173,06/05/16,16:05,Town Hall Liquors at 8135 Baltimore Ave,06/05/16,16:05,DWI/DUI,Arrest
46,2016-00033311,06/06/16,09:11,"Capital One Field at Byrd Stadium, Maryland Stadium",06/06/16,09:11,Other Incident,CBE
48,2016-00033326,06/06/16,12:14,"Comcast Center, Xfinity Center at 8500 Paint Branch Dr",06/06/16,12:14,Injured/Sick Person,CBE
50,2016-00033346,05/25/16,20:00,"Commons 3, SCC 3, South Campus Commons 3 at 4318 Knox Rd",06/06/16,14:21,Theft,Suspended
